palavra,categoria gramatical,fonética
ta·bu·en·se,nome masculino,tɐ.bwˈẽ.sɨ ou tɐ.bwˈẽ.sɨ
ta·bu·i·nha,nome feminino,tɐ.bwˈi.ɲɐ
ta·bu·lar,verbo,tɐ.bu.lˈaɾ
ta·bu·lei·ro,nome masculino,tɐ.bu.lˈɐj.ɾu
ta·bu·le·ta,nome feminino,tɐ.bu.lˈe.tɐ
ta·ça,nome feminino,tˈa.sɐ
ta·ca,nome feminino,tˈa.kɐ
ta·ca·da,nome feminino,tɐ.kˈa.dɐ
ta·ca·nha·men·te,advérbio,ta.ka.ɲa.mˈẽ.tɨ
ta·ca·nhez,nome feminino,tɐ.ka.ɲˈeʃ
ta·ca·nho,adjetivo,tɐ.kˈɐ.ɲu
ta·ca·nho,nome masculino,tɐ.kˈɐ.ɲu
ta·cão,nome masculino,tɐ.kˈɐ̃w
ta·cão,adjetivo,tɐ.kˈɐ̃w
tar·tá·ri·co,adjetivo,tɐɾ.tˈa.ɾi.ku
tár·ta·ro,nome masculino,tˈaɾ.tɐ.ɾu
tár·ta·ro,adjetivo,tˈaɾ.tɐ.ɾu
tar·ta·ru·ga,nome masculino,tɐɾ.tɐ.ɾˈu.gɐ
tar·ta·ru·ga,nome feminino,tɐɾ.tɐ.ɾˈu.gɐ
tar·te,nome feminino,tˈaɾ.tɨ
tar·tu·fo,nome masculino,tɐɾ.tˈu.fu
tás,nome feminino,tˈaʃ
tas·ca,nome feminino,tˈaʃ.kɐ
tas·car,verbo,tɐʃ.kˈaɾ
tas·co,nome masculino,tˈaʃ.ku
tas·mâ·ni·o,adjetivo,tɐʒ.mˈɐ.nju
tas·quei·ro,nome masculino,tɐʃ.kˈɐj.ɾu
tas·qui·nha,nome masculino,tɐʃ.kˈi.ɲɐ ou tɐʃ.kˈi.ɲɐ
tas·qui·nhar,verbo,tɐʃ.ki.ɲˈaɾ
ta·tá,interjeição,tɐ.tˈa
ta·tá,nome masculino,tɐ.tˈa
ta·te,interjeição,tˈa.tɨ
ta·te·ar,verbo,tɐ.tjˈaɾ
tá·ti·ca,nome feminino,tˈa.ti.kɐ
te·le·pa·ga·men·to,nome masculino,tɛ.lɛpbɨ.pɐ.gɐ.mˈẽ.tu
te·le·pa·ta,adjetivo,tɨ.lɨ.pˈa.tɐ
te·le·pa·ta,nome masculino,tɨ.lɨ.pˈa.tɐ
te·le·pa·ta,nome feminino,tɨ.lɨ.pˈa.tɐ
te·le·pa·ti·a,nome feminino,tɨ.lɨ.pɐ.tˈi.ɐ
te·le·pa·ti·ca·men·te,advérbio,tɨ.lɨ.pɐ.ti.kɐ.mˈẽ.tɨ
te·le·pá·ti·co,adjetivo,tɨ.lɨ.pˈa.ti.ku
te·le·pon·to,nome masculino,tɛ.lɛ.pˈõ.tu
te·le·pro·ces·sa·men·to,nome masculino,tɛ.lɛ.pɾu.sɨ.sɐ.mˈẽ.tu
te·le·pro·jé·til,nome masculino,tɛ.lɛpbɨ.pɾu.ʒˈɛ.tiɫ
te·ler·ra·di·o·gra·fi·a,nome feminino,tɛ.lɛpbɨ.ʀɐ.dju.gɾa.fˈi.ɐ
te·ler·ra·di·o·grá·fi·co,adjetivo,tɛ.lɛpbɨ.ʀɐ.dju.gɾˈa.fi.ku
te·ler·re·ce·tor,nome masculino,tɛ.lɛpbɨ.ʀɨ.sɛ.tˈoɾ
te·les·co·la,nome feminino,tɛ.lɛʃ.kˈɔ.lɐ
te·les·có·pi·co,adjetivo,tɨ.lɨʃ.kˈɔ.pi.ku
te·les·có·pi·o,nome masculino,tɨ.lɨʃ.kˈɔ.pju
te·les·pe·ta·dor,adjetivo,tɛ.lɛʃ.pɛ.tɐ.dˈoɾ
te·les·pe·ta·dor,nome masculino,tɛ.lɛʃ.pɛ.tɐ.dˈoɾ
te·les·pe·ta·do·ra,nome feminino,tɛ.lɛʃ.pɛ.tɐ.dˈo.ɾɐ
te·les·qui,nome masculino,tɛ.lɛ.skˈi
tam·bo·ri·lar,verbo,tɐ̃.bu.ɾi.lˈaɾ
tam·bo·ri·lei·ro,adjetivo,tɐ̃.bu.ɾi.lˈɐj.ɾu
tam·bo·ri·lei·ro,nome masculino,tɐ̃.bu.ɾi.lˈɐj.ɾu
tam·bo·rim,nome masculino,tɐ̃.bu.ɾˈĩ
ta·mei·ra,nome feminino,tɐ.mˈɐj.ɾɐ
tâ·mil,nome masculino,tˈɐ.miɫ ou tˈɐ.miɫ
tâ·mil,adjetivo,tˈɐ.miɫ
ta·mis,nome masculino,tɐ.mˈiʃ
ta·mi·sar,verbo,tɐ.mi.zˈaɾ
tam·pa,nome feminino,tˈɐ̃.pɐ
tam·pão,nome masculino,tɐ̃.pˈɐ̃w
tam·pão,adjetivo,tɐ̃.pˈɐ̃w
tam·par,verbo,tɐ̃.pˈaɾ
tam·po,nome masculino,tˈɐ̃.pu
tam·po·na·men·to,nome masculino,tɐ̃.pu.nɐ.mˈẽ.tu
tam·po·nar,verbo,tɐ̃.pu.nˈaɾ
tam·pou·co,advérbio,tɐ̃.pˈo.ku
ta·nas,nome masculino,tˈɐ.nɐʃ
ta·na·to,nome masculino,tɐ.nˈa.tu
ta·na·to·lo·gi·a,nome feminino,tɐ.na.tu.lu.ʒˈi.ɐ
ta·xí·me·tro,nome masculino,tɐk.sˈi.mɨ.tɾu
ta·xi·no·mi·a,nome feminino,tɐk.si.nu.mˈi.ɐ
ta·xis·ta,nome masculino,tɐk.sˈiʃ.tɐ
ta·xis·ta,nome feminino,tɐk.sˈiʃ.tɐ
ta·xo·no·mi·a,nome feminino,tɐk.su.nu.mˈi.ɐ
ta·xo·nó·mi·co,adjetivo,tɐk.su.nˈɔ.mi.ku
tay·lo·ris·mo,nome masculino,tɐj.lu.ɾˈiʒ.mu
tay·lo·ris·ta,adjetivo,tɐj.lu.ɾˈiʃ.tɐ
tay·lo·ris·ta,nome masculino,tɐj.lu.ɾˈiʃ.tɐ
tay·lo·ris·ta,nome feminino,tɐj.lu.ɾˈiʃ.tɐ
tchau,interjeição,tʃˈaw
tchek·ho·vi·a·no,adjetivo,tʃɛ.ku.vjˈɐ.nu
tcho·lo·na,nome masculino,tʃɔ.lˈo.nɐ ou tʃɔ.lˈo.nɐ
tcho·va,nome masculino,tʃˈɔ.vɐ
tcho·var,verbo,tʃɔ.vˈaɾ
te,pronome,tɨ
té,preposição,tˈɛ
tê,nome masculino,tˈe
tê,adjetivo,tˈe
te·ar,nome masculino,tjˈaɾ
ta·ra·do,adjetivo,tɐ.ɾˈa.du
ta·ram·bo·la,nome feminino,tɐ.ɾɐ̃.bˈɔ.lɐ
ta·ran·te·la,nome feminino,tɐ.ɾɐ̃.tˈɛ.lɐ
ta·rân·tu·la,nome feminino,tɐ.ɾˈɐ̃.tu.lɐ
ta·rar,verbo,tɐ.ɾˈaɾ
ta·ra·rá,nome masculino,tɐ.ɾɐ.ɾˈa
tar·dar,verbo,tɐɾ.dˈaɾ
tar·de,nome feminino,tˈaɾ.dɨ
tar·de,advérbio,tˈaɾ.dɨ
tar·de,nome masculino,tˈaɾ.dɨ
tar·di·a·men·te,advérbio,tɐɾ.dja.mˈẽ.tɨ
tar·di·nha,nome feminino,tɐɾ.dˈi.ɲɐ
tar·di·o,adjetivo,tɐɾ.dˈi.u
tar·do,adjetivo,tˈaɾ.du
tar·do,nome masculino,tˈaɾ.du
tar·doz,nome masculino,tɐɾ.dˈɔʃ
ta·re·ar,verbo,tɐ.ɾjˈaɾ
ta·re·ca,nome feminino,tɐ.ɾˈɛ.kɐ
ta·re·co,nome masculino,tɐ.ɾˈɛ.ku
ta·re·co,adjetivo,tɐ.ɾˈɛ.ku
tes·ta·dor,nome masculino,tɨʃ.tɐ.dˈoɾ
tes·ta·men·tá·ri·o,nome masculino,tɨʃ.tɐ.mẽ.tˈa.ɾju
tes·ta·men·tá·ri·o,adjetivo,tɨʃ.tɐ.mẽ.tˈa.ɾju
tes·ta·men·tei·ro,nome masculino,tɨʃ.tɐ.mẽ.tˈɐj.ɾu
tes·ta·men·tei·ro,adjetivo,tɨʃ.tɐ.mẽ.tˈɐj.ɾu
tes·ta·men·to,nome masculino,tɨʃ.tɐ.mˈẽ.tu
tes·tar,verbo,tɨʃ.tˈaɾ
tes·tá·vel,adjetivo,tɨʃ.tˈa.vɛɫ
tes·te,nome feminino,tˈɛʃ.tɨ
tes·te,nome masculino,tˈɛʃ.tɨ
tes·te·mu·nha,nome feminino,tɨʃ.tɨ.mˈu.ɲɐ
tes·te·mu·nhal,adjetivo,tɨʃ.tɨ.mu.ɲˈaɫ
tes·te·mu·nhal,nome masculino,tɨʃ.tɨ.mu.ɲˈaɫ
tes·te·mu·nhal·men·te,advérbio,tɨʃ.tɨ.mu.ɲaɫ.mˈẽ.tɨ
tes·te·mu·nhar,verbo,tɨʃ.tɨ.mu.ɲˈaɾ
tes·te·mu·nho,nome masculino,tɨʃ.tɨ.mˈu.ɲu
tes·ti·cu·lar,adjetivo,tɨʃ.ti.ku.lˈaɾ
tes·tí·cu·lo,nome masculino,tɨʃ.tˈi.ku.lu
tes·tí·cu·lo-de-cão,nome masculino,tɨʃ.tˌi.ku.lu.dɨ.kˈɐ̃w
tes·to,adjetivo,tˈɛʃ.tu
te·re·so,nome masculino,tɨ.ɾˈe.zu
ter·gi·ver·sa·ção,nome feminino,tɨɾ.ʒi.vɨɾ.sɐ.sˈɐ̃w
ter·gi·ver·sar,verbo,tɨɾ.ʒi.vɨɾ.sˈaɾ
ter·ma,nome feminino,tˈeɾ.mɐ
ter·mal,adjetivo,tɨɾ.mˈaɫ
ter·ma·lis·mo,nome masculino,tɨɾ.mɐ.lˈiʒ.mu
ter·mas,nome feminino,tˈeɾ.mɐʃ
ter·mi·a,nome feminino,tɨɾ.mˈi.ɐ
ter·mi·ca·men·te,advérbio,tɛɾ.mi.kɐ.mˈẽ.tɨ
tér·mi·co,adjetivo,tˈɛɾ.mi.ku
ter·mi·na·ção,nome feminino,tɨɾ.mi.nɐ.sˈɐ̃w
ter·mi·na·dor,adjetivo,tɨɾ.mi.nɐ.dˈoɾ
ter·mi·na·dor,nome masculino,tɨɾ.mi.nɐ.dˈoɾ
ter·mi·nal,adjetivo,tɨɾ.mi.nˈaɫ
ter·mi·nal,nome masculino,tɨɾ.mi.nˈaɫ
ter·mi·nan·te,adjetivo,tɨɾ.mi.nˈɐ̃.tɨ
ter·mi·nan·te·men·te,advérbio,tɨɾ.mi.nɐ̃.tɨ.mˈẽ.tɨ
ter·mi·nar,verbo,tɨɾ.mi.nˈaɾ
tér·mi·no,nome masculino,tˈɛɾ.mi.nu
ter·mi·no·lo·gi·a,nome feminino,tɨɾ.mi.nu.lu.ʒˈi.ɐ
te·ne·bris·mo,nome masculino,tɨ.nɨ.bɾˈiʒ.mu
te·ne·bro·sa·men·te,advérbio,tɨ.nɨ.bɾɔ.zɐ.mˈẽ.tɨ
te·ne·bro·so,adjetivo,tɨ.nɨ.bɾˈo.zu
te·nen·te,nome masculino,tɨ.nˈẽ.tɨ
te·nen·te-co·ro·nel,nome masculino,tɨ.nˌẽ.tɨ.ku.ɾu.nˈɛɫ
te·nen·te-ge·ne·ral,nome masculino,tɨ.nˌẽ.tɨ.ʒɨ.ɾˈaɫ
té·nis,nome masculino,tˈɛ.niʃ
té·nis de me·sa,nome masculino,tˌɛ.niʒ.dɨ.mˈe.zɐ
te·nis·ta,nome masculino,tɨ.nˈiʃ.tɐ
te·nis·ta,adjetivo,tɨ.nˈiʃ.tɐ
te·nis·ta,nome feminino,tɨ.nˈiʃ.tɐ
te·nor,adjetivo,tɨ.nˈoɾ
te·nor,nome masculino,tɨ.nˈoɾ
te·no·ri·no,nome masculino,tɨ.nu.ɾˈi.nu
ten·ra·men·te,advérbio,tẽ.ʀɐ.mˈẽ.tɨ
ten·rei·ro,nome masculino,tẽ.ʀˈɐj.ɾu
ten·rei·ro,adjetivo,tẽ.ʀˈɐj.ɾu
ten·rís·si·mo,adjetivo,tẽ.ʀˈi.si.mu
ten·ro,adjetivo,tˈẽ.ʀu
ten·ru·ra,nome feminino,tẽ.ʀˈu.ɾɐ
ten·ter,verbo,tẽ.tˈeɾ
ten·ti·lhão,nome masculino,tẽ.ti.ʎˈɐ̃w
ten·to,nome masculino,tˈẽ.tu
té·nu·e,adjetivo,tˈɛ.nwi
te·nu·e·men·te,advérbio,tɛ.nwe.mˈẽ.tɨ
te·o·cra·ci·a,nome feminino,tɛ.ɔ.kɾɐ.sˈi.ɐ
te·o·cra·ta,nome masculino,tɛ.ɔ.kɾˈa.tɐ
te·o·cra·ta,nome feminino,tɛ.ɔ.kɾˈa.tɐ
te·o·cra·ta,adjetivo,tɛ.ɔ.kɾˈa.tɐ
te·o·cra·ti·ca·men·te,advérbio,tɛ.ɔ.kɾa.ti.kɐ.mˈẽ.tɨ
te·o·crá·ti·co,adjetivo,tɛ.ɔ.kɾˈa.ti.ku
te·o·di·cei·a,nome feminino,tɛ.ɔ.di.sˈɐj.ɐ
te·o·do·li·to,nome masculino,tɛ.ɔ.du.lˈi.tu
te·o·fa·ni·a,nome feminino,tɛ.ɔ.fɐ.nˈi.ɐ
te·o·fi·li·na,nome feminino,tɛ.ɔ.fi.lˈi.nɐ
te·o·go·ni·a,nome feminino,tɛ.ɔ.gu.nˈi.ɐ
te·o·lo·gal,adjetivo,tju.lu.gˈaɫ
te·o·lo·gal·men·te,advérbio,tju.lu.gaɫ.mˈẽ.tɨ
te·o·lo·gi·a,nome feminino,tju.lu.ʒˈi.ɐ
te·o·lo·gi·ca·men·te,advérbio,tju.lɔ.ʒi.kɐ.mˈẽ.tɨ
te·naz,adjetivo,tɨ.nˈaʃ
te·naz·men·te,advérbio,tɨ.nɐʒ.mˈẽ.tɨ
ten·ça,nome feminino,tˈẽ.sɐ
ten·ção,nome feminino,tẽ.sˈɐ̃w
ten·ci·o·nar,verbo,tẽ.sju.nˈaɾ
ten·da,nome feminino,tˈẽ.dɐ
ten·dal,nome masculino,tẽ.dˈaɫ
ten·dão,nome masculino,tẽ.dˈɐ̃w
ten·dei·ro,nome masculino,tẽ.dˈɐj.ɾu
ten·dên·ci·a,nome feminino,tẽ.dˈẽ.sjɐ
ten·den·ci·al,adjetivo,tẽ.dẽ.sjˈaɫ
ten·den·ci·al·men·te,advérbio,tẽ.dẽ.sjaɫ.mˈẽ.tɨ
ten·den·ci·o·sa·men·te,advérbio,tẽ.dẽ.sjɔ.zɐ.mˈẽ.tɨ
ten·den·ci·o·so,adjetivo,tẽ.dẽ.sjˈo.zu
ten·den·te,nome feminino,tẽ.dˈẽ.tɨ
ten·den·te,adjetivo,tẽ.dˈẽ.tɨ
ten·der,verbo,tẽ.dˈeɾ
ten·di·do,adjetivo,tẽ.dˈi.du
ten·di·ni·te,nome feminino,tẽ.di.nˈi.tɨ
ten·di·no·so,adjetivo,tẽ.di.nˈo.zu
te·le·jor·na·lis·mo,nome masculino,tɛ.lɛ.ʒoɾ.nɐ.lˈiʒ.mu
te·le·mar·ke·ting,nome masculino,
te·le·má·ti·ca,nome feminino,tɛ.lɛ.mˈa.ti.kɐ
te·le·má·ti·co,adjetivo,tɛ.lɛ.mˈa.ti.ku
te·le·me·câ·ni·ca,nome feminino,tɛ.lɛpbɨ.mɨ.kˈɐ.ni.kɐ
te·le·me·câ·ni·co,adjetivo,tɛ.lɛpbɨ.mɨ.kˈɐ.ni.ku
te·le·me·di·ci·na,nome feminino,tɛ.lɛ.mɨ.di.sˈi.nɐ
te·le·me·tri·a,nome feminino,tɛ.lɛ.mɨ.tɾˈi.ɐ
te·le·mé·tri·co,adjetivo,tɛ.lɛ.mˈɛ.tɾi.ku
te·le·mi·cro·fo·ne,nome masculino,tɛ.lɛpbɨ.mi.kɾɔ.fˈɔ.nɨ
te·le·mi·cros·có·pi·co,adjetivo,tɛ.lɛpbɨ.mi.kɾuʃ.kˈɔ.pi.ku
te·le·mi·cros·có·pi·o,nome masculino,tɛ.lɛpbɨ.mi.kɾuʃ.kˈɔ.pju
te·le·mó·vel,nome masculino,tɛ.lɛ.mˈɔ.vɛɫ
te·le·no·ve·la,nome feminino,tɛ.lɛ.nu.vˈɛ.lɐ
te·le·ob·jec·ti·va,nome feminino,tɛ.lɛjɔb.ʒɛk.tˈi.vɐ
te·le·ob·je·ti·va,nome feminino,tɛ.lɛpbɨ.ɔb.ʒɛ.tˈi.vɐ
te·le·o·lo·gi·a,nome feminino,tɛ.lju.lu.ʒˈi.ɐ
te·le·o·ló·gi·co,adjetivo,tɛ.lju.lˈɔ.ʒi.ku
te·le·ós·te·o,adjetivo,tɨ.ljˈɔʃ.tju
te·le·ós·te·o,nome masculino,tɨ.ljˈɔʃ.tju
te·clar,verbo,tɛ.klˈaɾ
te·clis·ta,nome masculino,tɛ.klˈiʃ.tɐ ou tɛ.klˈiʃ.tɐ
téc·ni·ca,nome feminino,tˈɛk.ni.kɐ
tec·ni·ca·men·te,advérbio,tɛk.ni.kɐ.mˈẽ.tɨ
tec·ni·ci·da·de,nome feminino,tɛk.ni.si.dˈa.dɨ
tec·ni·cis·mo,nome masculino,tɛk.ni.sˈiʒ.mu
tec·ni·cis·ta,adjetivo,tɛk.ni.sˈiʃ.tɐ
tec·ni·cis·ta,nome masculino,tɛk.ni.sˈiʃ.tɐ
tec·ni·cis·ta,nome feminino,tɛk.ni.sˈiʃ.tɐ
téc·ni·co,adjetivo,tˈɛk.ni.ku
téc·ni·co,nome masculino,tˈɛk.ni.ku
téc·ni·co-ci·en·tí·fi·co,adjetivo,tˌɛk.ni.kɔ.sjẽ.tˈi.fi.ku
tec·no,nome masculino,tˈɛk.nɔ
tec·no·cra·ci·a,nome feminino,tɛk.nɔ.kɾɐ.sˈi.ɐ
tec·no·cra·ta,nome masculino,tɛk.nɔ.kɾˈa.tɐ
tec·no·cra·ta,nome feminino,tɛk.nɔ.kɾˈa.tɐ
tec·no·crá·ti·co,adjetivo,tɛk.nɔ.kɾˈa.ti.ku
tec·no·cra·ti·zar,verbo,tɛk.nɔ.kɾɐ.ti.zˈaɾ
tec·no·es·tru·tu·ra,nome feminino,tɛk.nɔ.iʃ.tɾu.tˈu.ɾɐ
tec·no·lo·gi·a,nome feminino,tɛk.nu.lu.ʒˈi.ɐ
tem·plo,nome masculino,tˈẽ.plu
tem·po,nome masculino,tˈẽ.pu
têm·po·ra,nome feminino,tˈẽ.pu.ɾɐ
tem·po·ra·da,nome feminino,tẽ.pu.ɾˈa.dɐ
tem·po·ral,adjetivo,tẽ.pu.ɾˈaɫ
tem·po·ral,nome masculino,tẽ.pu.ɾˈaɫ
tem·po·ral,nome feminino,tẽ.pu.ɾˈaɫ
tem·po·ra·li·da·de,nome feminino,tẽ.pu.ɾɐ.li.dˈa.dɨ
tem·po·ral·men·te,advérbio,tẽ.pu.ɾaɫ.mˈẽ.tɨ
tem·po·rão,adjetivo,tẽ.pu.ɾˈɐ̃w
tem·po·ra·ri·a·men·te,advérbio,tẽ.pu.ɾɐ.ɾja.mˈẽ.tɨ
tem·po·rá·ri·o,adjetivo,tẽ.pu.ɾˈa.ɾju
tem·po·ri·za·ção,nome feminino,tẽ.pu.ɾi.zɐ.sˈɐ̃w
tem·po·ri·za·dor,nome masculino,tẽ.pu.ɾi.zɐ.dˈoɾ
tem·po·ri·za·dor,adjetivo,tẽ.pu.ɾi.zɐ.dˈoɾ
tem·po·ri·zar,verbo,tẽ.pu.ɾi.zɐ.dˈoɾ
tem·pu·ra,nome masculino,tˈẽ.pu.ɾɐ
te·mu·do,adjetivo,tɨ.mˈu.du
te·na·ci·da·de,nome feminino,tɨ.nɐ.si.dˈa.dɨ
te·naz,nome feminino,tɨ.nˈaʃ
tá,interjeição,tˈa
ta·ba,nome feminino,tˈa.bɐ
ta·ba·ca·ri·a,nome feminino,tɐ.bɐ.kɐ.ɾˈi.ɐ
ta·ba·co,nome masculino,tɐ.bˈa.ku
ta·ba·co,adjetivo,tɐ.bˈa.ku
ta·ba·gis·mo,nome masculino,tɐ.bɐ.ʒˈiʒ.mu
ta·ba·gis·ta,nome masculino,tɐ.bɐ.ʒˈiʃ.tɐ
ta·ba·gis·ta,adjetivo,tɐ.bɐ.ʒˈiʃ.tɐ
ta·ba·gis·ta,nome feminino,tɐ.bɐ.ʒˈiʃ.tɐ
ta·ba·gís·ti·co,adjetivo,tɐ.bɐ.ʒˈiʃ.ti.ku
ta·ban·ca,nome feminino,tɐ.bˈɐ̃.kɐ
ta·ba·quei·ra,nome feminino,tɐ.bɐ.kˈɐj.ɾɐ
ta·ba·quei·ro,nome masculino,tɐ.bɐ.kˈɐj.ɾu
ta·ba·quei·ro,adjetivo,tɐ.bɐ.kˈɐj.ɾu
ta·ba·tin·ga,nome feminino,tɐ.bɐ.tˈĩ.gɐ
ta·be·fe,nome masculino,tɐ.bˈɛ.fɨ
ta·be·la,nome feminino,tɐ.bˈɛ.lɐ
ta·be·la·do,adjetivo,tɐ.bɨ.lˈa.du
ta·be·lar,verbo,tɐ.bɨ.lˈaɾ
ta·be·lar,adjetivo,tɐ.bɨ.lˈaɾ
ten·sa,nome feminino,tˈẽ.sɐ
ten·sa·men·te,advérbio,tẽ.sɐ.mˈẽ.tɨ
ten·são,nome feminino,tẽ.sˈɐ̃w
ten·so,adjetivo,tˈẽ.su
ten·sor,nome masculino,tẽ.sˈoɾ
ten·sor,adjetivo,tẽ.sˈoɾ
ten·ta,nome feminino,tˈẽ.tɐ
ten·ta·ção,nome feminino,tẽ.tɐ.sˈɐ̃w ou tẽ.tɐ.sˈɐ̃w
ten·ta·cu·lar,adjetivo,tẽ.tɐ.ku.lˈaɾ
ten·tá·cu·lo,nome masculino,tẽ.tˈa.ku.lu
ten·ta·do,adjetivo,tẽ.tˈa.du
ten·ta·dor,adjetivo,tẽ.tɐ.dˈoɾ
ten·ta·dor,nome masculino,tẽ.tɐ.dˈoɾ
ten·ta·do·ra,nome feminino,tẽ.tɐ.dˈo.ɾɐ
ten·ta·do·ra·men·te,advérbio,tẽ.tɐ.du.ɾɐ.mˈẽ.tɨ
ten·tar,verbo,tẽ.tˈaɾ
ten·ta·ti·va,nome feminino,tẽ.tɐ.tˈi.vɐ
ten·ta·ti·vo,adjetivo,tẽ.tɐ.tˈi.vu
ten·te·ar,verbo,tẽ.tjˈaɾ
ten·tei·o,nome masculino,tẽ.tˈɐj.u
tác·ti·co,nome masculino,tˈak.ti.ku
tác·ti·co,adjetivo,tˈak.ti.ku
tác·til,adjetivo,tˈak.tiɫ
tac·ti·li·da·de,nome feminino,tɐk.ti.li.dˈa.dɨ
tac·til·men·te,advérbio,tɐk.tiɫ.mˈẽ.tɨ
tac·to,nome masculino,tˈak.tu
ta·cu·la,nome feminino,tɐ.kˈu.lɐ
ta·ek·won·do,nome masculino,
ta·el,nome masculino,tɐ.ˈɛɫ
ta·fe·tá,nome masculino,tɐ.fɨ.tˈa
ta·ga·na,nome feminino,tɐ.gˈɐ.nɐ
ta·ga·re·la,nome masculino,tɐ.gɐ.ɾˈɛ.lɐ
ta·ga·re·la,nome feminino,tɐ.gɐ.ɾˈɛ.lɐ
ta·ga·re·la,adjetivo,tɐ.gɐ.ɾˈɛ.lɐ
ta·ga·re·lar,verbo,tɐ.gɐ.ɾɨ.lˈaɾ
ta·ga·re·li·ce,nome feminino,tɐ.gɐ.ɾɨ.lˈi.sɨ
ta·gar·ra,nome feminino,tɐ.gˈa.ʀɐ
tá·gi·de,nome feminino,tˈa.ʒi.dɨ
tai,adjetivo,tˈaj
tai,nome masculino,tˈaj
te·a·tral,adjetivo,tjɐ.tɾˈaɫ
te·a·tra·li·da·de,nome feminino,tjɐ.tɾa.li.dˈa.dɨ
te·a·tra·li·za·ção,nome feminino,tjɐ.tɾa.li.zɐ.sˈɐ̃w
te·a·tra·li·zar,verbo,tjɐ.tɾa.li.zˈaɾ
te·a·tral·men·te,advérbio,tjɐ.tɾaɫ.mˈẽ.tɨ
te·a·tro,nome masculino,tjˈa.tɾu
te·a·tró·lo·go,nome masculino,tjɐ.tɾˈɔ.lu.gu
te·ba·no,adjetivo,tɨ.bˈɐ.nu
te·ba·no,nome masculino,tɨ.bˈɐ.nu
te·ca,nome feminino,tˈɛ.kɐ
te·ce·dei·ra,nome feminino,tɨ.sɨ.dˈɐj.ɾɐ
te·ce·du·ra,nome feminino,tɨ.sɨ.dˈu.ɾɐ
te·ce·la·gem,nome feminino,tɨ.sɨ.lˈa.ʒɐ̃j
te·ce·lão,nome masculino,tɨ.sɨ.lˈɐ̃w
te·cer,verbo,tɨ.sˈeɾ
te·ci·do,nome masculino,tɨ.sˈi.du
te·ci·do,adjetivo,tɨ.sˈi.du
te·ci·du·lar,adjetivo,tɨ.si.du.lˈaɾ
te·cla,nome feminino,tˈɛ.klɐ
te·cla·do,nome masculino,tɛ.klˈa.du
tai,nome feminino,tˈaj
tai·fa,nome feminino,tˈaj.fɐ
tai·ga,nome feminino,tˈaj.gɐ
tai·lan·dês,adjetivo,tɐj.lɐ̃.dˈeʃ
tai·lan·dês,nome masculino,tɐj.lɐ̃.dˈeʃ
tai·lan·de·sa,nome feminino,tɐj.lɐ̃.dˈe.zɐ
tail·leur,nome masculino,
tai·na,nome feminino,tˈaj.nɐ
tai·nar,verbo,tɐj.nˈaɾ
ta·i·nha,nome feminino,tɐ.ˈi.ɲɐ
tai·pa,nome feminino,tˈaj.pɐ
tai·pal,nome masculino,tɐj.pˈaɫ
tai·par,verbo,tɐj.pˈaɾ
tai·ra,nome feminino,tˈaj.ɾɐ
tais,nome masculino,tˈajʃ
tai·ti·a·na,nome feminino,tɐj.tjˈɐ.nɐ
tai·ti·a·no,adjetivo,tɐj.tjˈɐ.nu
tai·ti·a·no,nome masculino,tɐj.tjˈɐ.nu
tai·wa·nês,adjetivo,tɐj.wa.nˈeʃ
tai·wa·nês,nome masculino,tɐj.wa.nˈeʃ
ter·mi·no·ló·gi·co,adjetivo,tɨɾ.mi.nu.lˈɔ.ʒi.ku
tér·mi·ta,nome feminino,tˈɛɾ.mi.tɐ
tér·mi·te,nome feminino,tˈɛɾ.mi.tɨ
ter·mi·tei·ra,nome feminino,tɨɾ.mi.tˈɐj.ɾɐ
ter·mo,nome masculino,tˈɛɾ.mu
ter·mo·a·cu·mu·la·dor,nome masculino,tɛɾ.mɔ.ɐ.ku.mu.lɐ.dˈoɾ
ter·mo·di·nâ·mi·ca,nome feminino,tɛɾ.mɔ.di.nˈɐ.mi.kɐ
ter·mo·di·nâ·mi·co,adjetivo,tɛɾ.mɔ.di.nˈɐ.mi.ku
ter·mo·e·léc·tri·co,adjetivo,tɛɾ.mɔ.i.lˈɛk.tɾi.ku
ter·mó·fi·lo,adjetivo,tɨɾ.mˈɔ.fi.lu
ter·mó·li·se,nome feminino,tɨɾ.mˈɔ.li.zɨ
ter·mó·me·tro,nome masculino,tɨɾ.mˈɔ.mɨ.tɾu
ter·mo·nu·cle·ar,adjetivo,tɛɾ.mɔ.nu.kljˈaɾ
ter·mo·plás·ti·co,nome masculino,tɛɾ.mɔ.plˈaʃ.ti.ku
ter·mos·fe·ra,nome feminino,tɛɾ.mɔʃ.fˈɛ.ɾɐ
ter·mos·ta·to,nome masculino,tɨɾ.mɔʃ.tˈa.tu
ter·mós·ta·to,nome masculino,tɨɾ.mˈɔʃ.tɐ.tu
ter·na·men·te,advérbio,tɛɾ.na.mˈẽ.tɨ
ter·ná·ri·o,adjetivo,tɨɾ.nˈa.ɾju
ter·no,adjetivo,tˈɛɾ.nu
ter·ri·tó·ri·o,nome masculino,tɨ.ʀi.tˈɔ.ɾju
ter·rí·vel,adjetivo,tɨ.ʀˈi.vɛɫ
ter·ri·vel·men·te,advérbio,tɨ.ʀi.vɛɫ.mˈẽ.tɨ
